iggdb_species_id	iggdb_species_name	taxonomy	gut_mags	ref_genomes	ncbi_id
186161	Helicobacter canis	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B canis	0	1	29419
183925	Blautia hydrogenotrophica	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A hydrogenotrophica	1	3	53443
174717	Enterobacter sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__	0	17	550
183139	Collinsella sp. HGM-1080	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
174846	Prevotella timonensis	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella timonensis	1	6	386414
187260	Lachnoclostridium sp. HGM-1234	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	1	0	1506553
185589	Rothia sp. HGM-1191	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia	1	0	32207
157996	Kluyvera intermedia	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera_A	0	3	61648
177169	Bacteroides oleiciplenus	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides oleiciplenus	0	1	626931
177577	Ruminococcaceae sp. HGM-192	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089	22	0	541000
154572	Peptostreptococcus anaerobius	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus anaerobius	3	8	1261
184443	Gemmiger sp. HGM-1144	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella	1	0	204475
172746	Ruminococcaceae sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__D16;s__	1	2	541000
174940	Corynebacterium aurimucosum	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium striatum	4	15	169292
185583	Enterococcus raffinosus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_A;s__Enterococcus_A raffinosus	2	9	71452
160753	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-251;s__	3	1	1485
183175	Staphylococcus sp. HGM-381	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313	7	0	1279
175712	Ruminococcaceae sp. HGM-1261	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	1	0	541000
175419	Campylobacter sp.	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A	0	2	199
181375	Paenibacillus phocaensis	d__Bacteria;p__Firmicutes;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_A;s__Paenibacillus_A phoceensis	0	1	1776378
156078	Candidatus Methanomassiliicoccus intestinalis	d__Archaea;p__Thermoplasmataeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus_A;s__Methanomassiliicoccus_A intestinalis	1	1	1406512
171583	Lactobacillus rhamnosus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_C;s__Lactobacillus_C rhamnosus	16	141	47715
175317	Flavonifractor plautii	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	41	10	292800
180208	Collinsella sp. HGM-1002	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
173453	Aeromonas hydrophila	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas hydrophila	0	54	644
172691	Collinsella sp.	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	4	3	102106
164195	Anaerotruncus sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-251;s__	21	1	244127
152460	Clostridium sporosphaeroides	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Clostridium_E;s__Clostridium_E sporosphaeroides	1	2	1549
173378	Sutterella sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Sutterella;s__	4	1	40544
183583	Parabacteroides sp. HGM-1101	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	1	0	375288
173636	Porphyromonadaceae sp. HGM-105	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__CAG-279	47	0	171551
174550	Varibaculum sp.	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum	4	2	184870
175483	Atopobium sp.	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium_B	1	3	1382
154932	Duodenibacillus massiliensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Sutterella;s__	49	2	1852381
185920	Bacillales sp. HGM-1199	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1193;g__CAG-1193	1	0	1385
175420	Collinsella sp.	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	4	1	102106
167356	Clostridium sp. HGM-628	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302	3	0	1485
185461	Ruminococcaceae sp. HGM-1187	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089	1	0	541000
165887	Catabacteriaceae sp. HGM-750	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-138	2	0	424536
171661	Lactobacillus crispatus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus	2	57	47770
171517	Collinsella sp. HGM-438	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	6	0	102106
168465	Firmicutes sp. HGM-758	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103	2	0	1239
185250	Clostridium methylpentosum	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massilioclostridium;s__Massilioclostridium methylpentosum	0	1	84026
173040	Collinsella bouchesdurhonensis	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp1	1	3	1907654
174810	Veillonella dispar	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	6	2	39778
161079	Sneathia sanguinegens	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia sanguinegens	2	2	40543
157168	Ruminococcus lactaris	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B lactaris	22	2	46228
175801	Faecalibacterium sp. HGM-1266	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524	1	0	216851
173369	Oscillibacter sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp1	123	4	459786
168609	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__CAG-41;f__UBA1381;g__CAG-41;s__CAG-41 sp1	138	3	59620
185097	Ruminococcus gauvreauii	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_G;s__Ruminococcus_G gauvreauii	0	2	438033
184622	Ruminococcaceae sp. HGM-1157	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089	1	0	541000
172947	Prevotella sp. HGM-563	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	4	0	838
182419	Clostridium sp. HGM-1055	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-451	1	0	1485
175495	Akkermansia muciniphila	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	336	22	239935
158328	Bacteroides coprophilus	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__Bacteroides_A coprophilus	7	8	387090
170342	Blautia sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	1	2	765821
176575	Prevotella sp. HGM-1296	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	1	0	838
151925	Neglecta timonensis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Neglecta;s__Neglecta timonensis	1	1	1776382
152010	Clostridium sp. HGM-711	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp1	2	0	1485
181150	Dysgonomonas mossii	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__Dysgonomonas mossii	0	2	163665
181870	Eggerthellaceae sp. AT8	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Cryptobacterium;s__	0	1	1720315
157364	Citrobacter koseri	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter_B;s__Citrobacter_B koseri	12	13	545
184702	Methanomassiliicoccaceae sp. HGM-1164	d__Archaea;p__Thermoplasmataeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__ISO4-G1	1	0	1577788
172321	Clostridium spiroforme	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium spiroforme	2	4	29348
177993	Elusimicrobia sp. HGM-803	d__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae	2	0	74152
167020	Helicobacter pullorum	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_D;s__Helicobacter_D pullorum	0	21	35818
178571	Helicobacter sp. CLO-3	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__	0	2	211
174784	Finegoldia magna	d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Finegoldia;s__Finegoldia magna	0	10	1260
184190	Helicobacter sp. HGM-1129	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_D	1	0	209
178631	Bacillus alcalophilus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_D;g__Bacillus_K;s__Bacillus_K alcalophilus	0	1	1445
167174	Bifidobacterium breve	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium breve	85	57	1685
174834	Yersinia pseudotuberculosis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia pestis	0	267	633
187899	Collinsella sp. HGM-1254	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
152366	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	2	1	1485
186735	Veillonella sp. HGM-1219	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula	1	0	29465
177742	Collinsella sp. HGM-1336	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
175477	Parasutterella excrementihominis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis	62	4	487175
168840	Coprococcus sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	61	2	458253
155878	Alistipes sp. HGM-286	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A prausnitzii	12	0	239759
186243	Merdimonas faecis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	0	1	1653435
182453	Lachnospiraceae sp. HGM-1059	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	1	0	186803
177862	Rhodospirillales sp. HGM-1340	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15;f__CAG-727	1	0	204441
171759	Parvimonas micra	d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Helcococcaceae;g__Parvimonas;s__Parvimonas micra	0	3	33033
172835	Blautia sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	12	1	572511
184683	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-411;s__	1	1	1485
173971	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__	3	1	59620
173820	Bacillus cereus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A cereus_X	0	911	1396
171539	Brachyspira aalborgi	d__Bacteria;p__Spirochaetes;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__	10	2	29522
180405	Peptoniphilus senegalensis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_A;s__Peptoniphilus_A senegalensis	0	1	1465757
166583	Kluyvera ascorbata	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Kluyvera;s__Kluyvera ascorbata	2	1	51288
173846	Yersinia enterocolitica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia enterocolitica	0	208	630
181102	Clostridium hylemonae	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea hylemonae	0	2	89153
152285	Fusobacterium sp.	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A	1	1	856
182055	Veillonellaceae sp. HGM-1044	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Dialisteraceae	1	0	31977
168873	Bacteroides sp. An269	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_A;s__	0	5	1965613
184076	Ruminococcus sp. HGM-1126	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353	1	0	1263
171694	Duodenibacillus sp. HGM-314	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Sutterella	10	0	1980697
172700	Ruminococcaceae sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089	5	1	541000
184805	Eubacterium sp. HGM-1166	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I	1	0	1730
186775	Collinsella sp. HGM-1220	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
175127	Corynebacterium jeikeium	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium amycolatum	0	41	38289
164595	Blautia sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	5	2	765821
183602	Firmicutes sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-95;s__	4	1	1239
165243	Escherichia albertii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia albertii	0	61	208962
168189	Coprobacter fastidiosus	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter fastidiosus	22	4	1099853
174317	Clostridium sp. HGM-781	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-65	2	0	1485
184385	Candidatus Stoquefichus sp. KLE1796	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Stoquefichus;s__	0	1	1574263
171238	Blautia wexlerae	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	117	12	418240
169696	Timonella senegalensis	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Timonella;s__Timonella senegalensis	0	3	1465825
183625	Anaeromassilibacillus sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Anaeromassilibacillus;s__	1	3	1924093
165189	Paraprevotella xylaniphila	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella xylaniphila	11	1	454155
179212	Alistipes sp. HGM-397	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	7	0	239759
172665	Porphyromonas sp. HGM-561	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	4	0	836
153576	Proteobacteria sp. HGM-479	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239	5	0	1224
184664	Campylobacter sp.	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A	0	1	199
183871	Porphyromonadaceae sp. HGM-1115	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__CAG-1031	1	0	171551
167443	Firmicutes sp. HGM-142	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882	35	0	1239
185732	Collinsella sp. HGM-1194	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1	0	102106
167876	Bacillales sp. HGM-756	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288	2	0	1385
184692	Lachnospira sp. HGM-1162	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	1	0	28050
187256	Yersinia bercovieri	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia bercovieri	0	6	634
176447	Marvinbryantia formatexigens	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;s__Marvinbryantia formatexigens	0	3	168384
174052	Porphyromonadaceae sp.	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Homeothermaceae;g__Homeothermus	7	5	171551
171582	Fusobacterium sp.	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium nucleatum_D	3	31	851
162099	Alphaproteobacteria sp. HGM-484	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239	5	0	28211
187543	Clostridium sp. HGM-1245	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066135	1	0	1485
177526	Clostridium sp. HGM-1325	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	1	0	1485
162173	Prevotellamassilia sp. HGM-736	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia	2	0	1926672
159595	Anaeromassilibacillus sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__DTU089;g__Anaeromassilibacillus	1	1	1924093
172854	Corynebacterium sp.	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium tuberculostearicum	1	3	169292
175116	Yersinia sp.	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia frederiksenii_B	0	8	28152
187789	Clostridium sp. CL-6	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_J;s__Clostridium_J sp1	0	2	1499683
181936	Bacteroidales sp. HGM-1039	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__P3	1	0	171549
177652	Catabacteriaceae sp. HGM-1332	d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__CAG-138	1	0	424536
175777	Clostridium sp. ND2	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__	0	1	1347366
175150	Campylobacter ureolyticus	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B ureolyticus	1	4	827
183764	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp1	1	2	1485
184052	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saudii	3	5	59620
170646	Bacteroidales sp. HGM-636	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	3	0	171549
167964	Firmicutes sp.	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-582;s__	2	1	1239
164924	Roseburia sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__	2	1	841
165741	Dielma fastidiosa	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__Dielma fastidiosa	2	1	1034346
169764	Campylobacter lanienae	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae	0	26	75658
171418	Isoptericola sp.	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces_B;s__Actinomyces_B sp2	0	2	139208
170189	Enorma massiliensis	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma;s__Enorma massiliensis	1	4	1472761
180622	Firmicutes sp. HGM-1012	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822	1	0	1239
176726	Firmicutes sp. HGM-1301	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	1	0	1239
170893	Oscillibacter sp. HGM-302	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	11	0	459786
183836	Rikenellaceae sp. HGM-1113	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__CAG-831	1	0	171550
167657	Clostridium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575;s__	0	2	59620
169136	Firmicutes sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp1	12	1	1239
181385	Mailhella sp. HGM-1029	d__Bacteria;p__Desulfobacteraeota_A;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae	1	0	1981028
173538	Clostridium perfringens	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P perfringens	16	61	1502
186174	Anaerosalibacter massiliensis	d__Bacteria;p__Firmicutes;c__Clostridia;o__Tissierellales;f__Sporanaerobacteraceae;g__Anaerosalibacter;s__Anaerosalibacter massiliensis	0	2	1347392
171969	Faecalibacterium sp.	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	125	5	853
173707	Bifidobacterium pseudolongum	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium	1	9	1694
172626	Veillonella sp.	d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__F0422;s__F0422 sp1	1	2	29465
180037	Lachnospiraceae sp. HGM-999	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Johnsonella	1	0	186803
179787	Clostridiales sp. HGM-987	d__Bacteria;p__Firmicutes;c__Clostridia;o__4C28d-15	1	0	186802
174525	Bacteroides uniformis	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	310	20	820
