species_id	species_alt_id	max_complete	min_contam	max_qs
OTU-19014	261364	99.85	0.15	99.09999844431877
OTU-17230	261366	100	1.84	90.18999922275543
OTU-17425	261367	100	0.53	97.35000014305115
OTU-20610	261368	100	0	100
OTU-22079	261370	100	0.52	97.40000009536743
OTU-01142	261372	78.93	0	75.33000180125237
OTU-04692	261378	94.28	0	93.87000274658203
OTU-17375	261380	99.72	0.07	99.37000121921301
OTU-12522	261381	56.05	5.17	25.670000076293945
OTU-14088	261382	100	0	98.44999998807907
OTU-21718	261385	99.93	0	99.93000030517578
OTU-06929	261388	99.01	1.32	92.41000187397003
OTU-02979	261391	99.94	0	99.94000244140625
OTU-13500	261396	99.29	0	99.29000091552734
OTU-03181	261399	99.39	0.11	98.78999940305948
OTU-17357	261400	99.91	1.51	92.29999852180481
OTU-10549	261401	100	0	100
OTU-10441	261404	99.87	0.2	98.83000181615353
OTU-02570	261405	99.78	0.09	99.32999876141548
OTU-21093	261406	100	0	100
OTU-02074	261408	99.49	0	99.48999786376953
OTU-04779	261412	99.25	0.13	98.60000002384186
OTU-10813	261416	94.67	0	92.41999816894531
OTU-09556	261417	98.79	1.8	89.79000115394592
OTU-08375	261418	100	0	100
OTU-20673	261419	99.94	0	99.94000244140625
OTU-04774	261423	77.04	3.45	51.09000062942505
OTU-04072	261424	100	0	100
OTU-17280	261425	99.43	0.25	98.18000030517578
OTU-09187	261426	97.26	0	97.26000213623047
OTU-04691	261427	99.07	0	98.81999969109893
OTU-10528	261429	100	0	100
OTU-09338	261431	99.48	0	99.4800033569336
OTU-10389	261432	99.82	0.4	97.8199996650219
OTU-21281	261433	99.93	1.25	93.68000030517578
OTU-09877	261437	97.98	0	96.65000307559967
OTU-10698	261439	99.28	0	99.27999877929688
OTU-09354	261442	100	0	99.2099975720048
OTU-13769	261444	99.18	0	99.18000030517578
OTU-21790	261445	99.73	0.27	98.38000330328941
OTU-21808	261446	100	0.11	99.45000000298023
OTU-16974	261448	99.8	0.6	96.80000293254852
OTU-17101	261449	100	0	100
OTU-19041	261451	99.89	0.29	97.46999821066856
OTU-09697	261455	99.34	0	96.58999627828598
OTU-20193	261456	100	0	99.1499999910593
OTU-05434	261457	95.16	0.54	92.46000355482101
OTU-12039	261459	95.57	0	94.80999755859375
OTU-14312	261460	100	0	100
OTU-03145	261461	100	0	100
OTU-21272	261463	99.6	1.03	94.44999861717224
OTU-05064	261465	98.52	2.31	86.76999711990356
OTU-09860	261467	100	0	100
OTU-02951	261468	98.99	0.47	96.60999909043312
OTU-16227	261469	99.5	0	99.5
OTU-17609	261470	83.18	0.6	62.849998354911804
OTU-14546	261471	97.8	0	97.80000305175781
OTU-08276	261472	99.73	0	99.7300033569336
OTU-14311	261477	100	0	100
OTU-22213	261479	99.93	0.07	99.58000030368567
OTU-00173	261481	100	0.24	83.27000124752522
OTU-20467	261483	98.87	0	98.87000274658203
OTU-01536	261489	95.73	2.99	72.23000431060791
OTU-13547	261490	99.16	0.7	95.66000372171402
OTU-13939	261495	99.13	0.87	94.4299972653389
OTU-05472	261497	99.61	0	99.61000061035156
OTU-09129	261498	99.94	0.55	97.1900023818016
OTU-08882	261499	100	0.95	95.25000005960464
OTU-04751	261502	100	0.15	96.07999724149704
OTU-05557	261503	99.52	0	97.11999669671059
OTU-10097	261505	99.35	0	99.3499984741211
OTU-04913	261507	92.52	1.99	72.16999578475952
OTU-00138	261510	90.37	0	90.37000274658203
OTU-05319	261512	99.46	0	99.45999908447266
OTU-10590	261514	100	0.15	99.19000241160393
OTU-06444	261516	99.62	0	99.62000274658203
OTU-04477	261518	99.19	0	99.19000244140625
OTU-13052	261520	98.43	0	97.76000213623047
OTU-21822	261522	100	0	100
OTU-19314	261524	99.12	0.2	98.12000273168087
OTU-16709	261525	82.29	0	73.24000120162964
OTU-04233	261526	94.78	0.81	82.64000242948532
OTU-10223	261527	99.18	0.27	97.8300002515316
OTU-14657	261528	99.35	3.25	83.0999984741211
OTU-10614	261529	100	0	99.45000000298023
OTU-10830	261530	93.86	0	92.41999816894531
OTU-12932	261533	99.33	0	97.31999969482422
OTU-10576	261534	100	0	99.64999999850988
OTU-05128	261538	100	0	100
OTU-22304	261544	100	0.1	99.49999999254942
OTU-02535	261545	100	0.68	96.59999996423721
OTU-00142	261546	69.26	0	66.91000366210938
OTU-10718	261547	100	0	100
OTU-03871	261548	99.29	0	98.83999633789062
OTU-20394	261549	99.83	0.25	98.16999816894531
OTU-09957	261550	98.22	1.17	92.37000143527985
OTU-03645	261552	100	0	100
OTU-12542	261559	98.83	0.29	94.43000185489655
OTU-10227	261560	99.73	0	99.18000030517578
OTU-21048	261562	100	0.35	97.98999789357185
OTU-09870	261563	98.68	0	96.65000307559967
OTU-06246	261564	58.6	3.05	43.34999871253967
OTU-02699	261565	99.33	0.18	98.40999752283096
OTU-13524	261568	99.3	0	99.30000305175781
OTU-02072	261569	99.49	0.76	95.68999791145325
OTU-17037	261570	100	0.03	99.85000000335276
OTU-17073	261571	100	1.23	93.84999990463257
OTU-12185	261572	98.39	1.4	87.99000263214111
OTU-22020	261574	100	1.41	92.38000345230103
OTU-21805	261575	100	0	99.64999999850988
OTU-19821	261578	99.52	0.48	97.11999669671059
OTU-14366	261585	85.55	2.3	74.05000329017639
OTU-02740	261586	99.81	1.02	94.23999643325806
OTU-20401	261589	99.97	0	99.77000122517347
OTU-12100	261590	100	0	100
OTU-01056	261591	76.4	0	76.4000015258789
OTU-01767	261592	100	0	100
OTU-04943	261593	97.22	0.49	94.77000117301941
OTU-19962	261595	99.94	0.17	99.09000243246555
OTU-12836	261596	86.81	0.67	83.45999747514725
OTU-19809	261597	100	0.24	98.80000002682209
OTU-02727	261598	99.94	0.97	95.0900022983551
OTU-04297	261600	83.53	0.92	78.92999869585037
OTU-11407	261601	92.74	1.61	84.68999779224396
OTU-16680	261602	99.53	0	99.52999877929688
OTU-13105	261605	91.28	0	87.92999869585037
OTU-21386	261606	100	0	100
OTU-03029	261609	99.61	0.36	97.63000023365021
OTU-12265	261610	99.42	0	99.41999816894531
OTU-11352	261612	91.57	0.03	85.96999967098236
OTU-03936	261613	100	0.11	99.45000000298023
OTU-22611	261614	86.19	0.66	66.3400022983551
OTU-20370	261617	99.97	0.04	99.77000122517347
OTU-10135	261618	99.48	0	99.4800033569336
OTU-20658	261623	100	0	99.80000000447035
OTU-11182	261625	99.85	0	99.8499984741211
OTU-02152	261628	99.85	0.58	96.9499985575676
OTU-09366	261629	98.57	3.42	81.46999931335449
OTU-09971	261630	99.45	0	86.14999651908875
OTU-17501	261632	100	0	100
OTU-16117	261633	87.76	1.3	55.510000467300415
OTU-09347	261634	99.59	0	99.58999633789062
OTU-19134	261635	99.85	0.88	95.44999849796295
OTU-10952	261637	98.28	0	98.27999877929688
OTU-19600	261638	99.04	0.83	94.89000099897385
OTU-12997	261639	98.99	0	98.98999786376953
OTU-19068	261647	99.87	0.64	96.60999763011932
OTU-04220	261648	100	0.81	95.94999998807907
OTU-17428	261649	99.68	0.32	98.08000034093857
OTU-10421	261650	99.83	0.2	98.83000181615353
OTU-03766	261651	99.89	0.14	99.1899993866682
OTU-17316	261652	99.94	0.03	99.79000244475901
OTU-13738	261656	99.39	0	99.38999938964844
OTU-10567	261657	100	0	100
OTU-21221	261658	97.59	0	95.78999626636505
OTU-12401	261659	99.33	0	98.66000366210938
OTU-22429	261660	100	0.22	98.90000000596046
OTU-04637	261662	99.14	0.38	96.65999752283096
OTU-00400	261663	100	0	100
OTU-22437	261664	99.93	0.23	98.51000364124775
OTU-02265	261666	99.49	0	99.48999786376953
OTU-02515	261667	99.67	0	99.66999816894531
OTU-09955	261669	97.83	0.47	95.48000183701515
OTU-03590	261670	99.7	0.5	93.41999816894531
OTU-20109	261671	99.33	1.31	92.78000211715698
OTU-00574	261673	99.68	0.19	98.4299972653389
OTU-13557	261675	99.3	0.7	95.09999853372574
OTU-10647	261676	99.62	0	99.62000274658203
OTU-03352	261677	99.46	1.9	88.87000286579132
OTU-09472	261679	99.34	1.1	93.83999621868134
OTU-18934	261681	100	1.05	94.51000237464905
OTU-11958	261682	99.46	0	92.8099992275238
OTU-12390	261684	97.32	0	96.61999969184399
OTU-10598	261685	100	0	100
OTU-22025	261686	100	1.53	91.58999800682068
OTU-21877	261687	100	0.27	98.64999994635582
OTU-11717	261690	97.93	0	82.76000213623047
OTU-07157	261691	100	0	100
OTU-19458	261692	99.8	0.47	90.40000307559967
OTU-03916	261693	99.93	1.23	93.43000173568726
OTU-14640	261696	99.35	0	99.3499984741211
OTU-12056	261697	99.96	0.1	99.45999907702208
OTU-02365	261699	98.68	0	98.68000030517578
OTU-09310	261703	99.44	0	99.44000244140625
OTU-20729	261704	99.95	0.07	99.59999694675207
OTU-22903	261706	97.25	1.06	88.57000303268433
OTU-14290	261708	97.12	0.96	92.32000285387039
OTU-02076	261709	99.49	0	99.48999786376953
OTU-16649	261710	100	0.95	95.25000005960464
OTU-22810	261711	100	0.04	99.80000000447035
OTU-01810	261713	99.39	0	99.38999938964844
OTU-11690	261714	98.62	0.23	97.4700027257204
OTU-04722	261716	99.26	0	98.3100021481514
OTU-02497	261719	100	0	100
OTU-05587	261721	100	0	100
OTU-14043	261722	100	0.63	95.25000005960464
OTU-09348	261723	99.59	0	99.58999633789062
OTU-18911	261724	100	0	100
OTU-20590	261726	99.97	0.05	99.72000121697783
OTU-22424	261728	99.93	0.34	98.10000303387642
OTU-20726	261729	99.78	0	99.77999877929688
OTU-09375	261730	99.39	1.72	90.78999924659729
OTU-20955	261731	98.91	2.4	86.91000318527222
OTU-07334	261732	100	0.73	95.09999990463257
OTU-04753	261733	100	0	98.87999725341797
OTU-00518	261735	99.44	0	99.44000244140625
OTU-04709	261737	99.51	0	99.51000213623047
OTU-09447	261738	98.91	1.6	90.62999713420868
OTU-05879	261741	99.5	0	99.5
OTU-10596	261742	100	0	100
OTU-10513	261744	99.87	0.2	98.87000273168087
OTU-21428	261749	99.57	0.48	97.1699997484684
OTU-18436	261750	99.57	0.45	97.31999975442886
OTU-13278	261752	98.64	0	95.23999935388565
OTU-20781	261753	99.77	0	99.7699966430664
OTU-08966	261754	98.95	0	98.94999694824219
OTU-17319	261757	100	0.03	99.79000244475901
OTU-19288	261759	100	0.3	98.49999994039536
OTU-03761	261760	100	1.96	89.93999767303467
OTU-10571	261761	99.87	0.3	98.37000268697739
OTU-23056	261763	99.2	0	99.19999694824219
OTU-12664	261765	95.62	0	92.27000266313553
OTU-02995	261766	99.81	0	99.80999755859375
OTU-10330	261774	99.45	0	99.44999694824219
OTU-02901	261776	99.75	3.66	81.44999957084656
OTU-19557	261781	100	0	100
OTU-16657	261782	100	0	100
OTU-13037	261783	96.31	0	92.95999747514725
OTU-12036	261784	99.37	0	99.37000274658203
OTU-00146	261786	97.33	0	95.38999938964844
OTU-13169	261790	95.97	0	95.63999938964844
OTU-22916	261792	99.66	0.2	98.66000364720821
OTU-20397	261794	100	0.04	99.80000000447035
OTU-03878	261796	99.94	0.72	93.99999833106995
OTU-21637	261797	99.9	0.71	96.28999644517899
OTU-17309	261798	100	0.78	96.10000014305115
OTU-09326	261800	99.85	0	99.64999847859144
OTU-04353	261802	100	0	99.40000001341105
OTU-21869	261803	99.17	0.27	97.81999811530113
OTU-18718	261804	92.58	2.44	78.33000230789185
OTU-03245	261805	100	0	99.87999725341797
OTU-10286	261806	100	0	100
OTU-18252	261807	99.92	0	99.77999877929688
OTU-04195	261809	95.97	0.81	91.9200012087822
OTU-16423	261810	99.51	0.16	96.7500030696392
OTU-12532	261811	78.85	3.61	51.08999991416931
OTU-17365	261813	99.94	0.03	99.79000244475901
OTU-18481	261817	99.59	0	97.31999662518501
OTU-10404	261820	98.88	0.18	95.20000314712524
OTU-08264	261822	99.32	0	99.31999969482422
OTU-07961	261823	88.89	0	88.88999938964844
OTU-02782	261827	100	0.45	97.75000005960464
OTU-04990	261831	94.59	0	80.98999619483948
OTU-20783	261837	99.43	0.08	99.03000031411648
OTU-02590	261839	99.41	0.2	98.41000364720821
OTU-11508	261840	97.76	0.06	90.16999983787537
OTU-19740	261842	99.92	0	99.87000274658203
OTU-20091	261843	100	0	100
OTU-03178	261847	99.6	0.29	98.14999851584435
OTU-17371	261848	99.94	0	99.9000015258789
OTU-00167	261851	100	0	100
OTU-20399	261852	99.97	0.33	98.32000115513802
OTU-13555	261854	100	0	100
OTU-18202	261856	100	0	100
OTU-13096	261857	91.95	0.02	87.59000235795975
OTU-22130	261859	99.93	0.15	99.18000027537346
OTU-14740	261861	95.85	3.69	77.3999981880188
OTU-12404	261862	100	0	100
OTU-12298	261863	99.33	0	98.66000366210938
OTU-17591	261865	98.9	0.17	97.55000151693821
OTU-07140	261867	99.51	0.16	98.61000210046768
OTU-21617	261868	99.57	1.08	92.01000344753265
OTU-05202	261869	96.42	0.25	95.16999816894531
OTU-01026	261873	55.47	0	55.470001220703125
OTU-14092	261874	100	0.63	96.85000002384186
OTU-21750	261875	100	0.22	98.90000000596046
OTU-20255	261876	100	0.17	99.1499999910593
OTU-17221	261877	99.92	0.66	96.6199980378151
OTU-03368	261879	100	1.18	94.10000026226044
OTU-02073	261880	99.49	0.1	98.98999785631895
OTU-09812	261881	100	0	100
OTU-08965	261882	99.14	0.18	98.23999935388565
OTU-17500	261883	99.96	0.13	99.30999910831451
OTU-14133	261885	98.1	0	94.94999849796295
OTU-18792	261887	99.53	0	99.52999877929688
OTU-10308	261893	98.77	0	98.7699966430664
OTU-01385	261894	79.43	0.05	56.380000591278076
OTU-03777	261895	100	0.21	98.95000003278255
OTU-09897	261897	99.34	0	99.33999633789062
OTU-17849	261898	99.68	1.22	91.48000037670135
OTU-17420	261903	97.77	0.34	96.06999662518501
OTU-14019	261905	97.6	1.52	89.99999856948853
OTU-04736	261906	99.03	0	98.51000213623047
OTU-20391	261907	99.97	0.29	98.38999637961388
OTU-00148	261908	92.64	0.97	87.38999962806702
OTU-22264	261909	99.93	0.07	99.58000030368567
OTU-04440	261910	86.77	2.97	71.36999702453613
OTU-05314	261913	97.31	0	94.60999745130539
OTU-13655	261915	76.22	0	71.56999969482422
OTU-20794	261916	99.89	0	99.88999938964844
OTU-12485	261917	99.28	0	97.75999911129475
OTU-04711	261918	99.25	0	99.25
OTU-02435	261919	99.33	2	89.33000183105469
OTU-01788	261920	100	0	100
OTU-10486	261923	100	0	100
OTU-03702	261925	99.84	0.25	98.58999633789062
OTU-19283	261926	100	0.1	99.49999999254942
OTU-14137	261929	98.1	0	94.94999849796295
OTU-17733	261930	83.27	0	69.53000193834305
OTU-23555	261931	93.92	0.68	90.51999813318253
OTU-13855	261933	99.23	4.37	77.38000392913818
OTU-16799	261935	95.99	0.19	94.38999789953232
OTU-04555	261936	99.9	0	99.9000015258789
OTU-04685	261942	99.26	0	99.06999969482422
OTU-10470	261943	99.87	0.24	98.67000277340412
OTU-09550	261948	99.4	0	99.2300033569336
OTU-04318	261949	100	0	100
OTU-08930	261950	98.78	0	98.77999877929688
OTU-20668	261953	99.96	0	99.87999725341797
OTU-01495	261954	90.6	0.43	74.78999781608582
OTU-20665	261955	100	0.45	97.75000005960464
OTU-22169	261956	99.93	0.05	99.41000365838408
OTU-04863	261957	100	0	95.54000091552734
OTU-18037	261958	99.57	0.11	99.01999969780445
OTU-02236	261959	99.49	0	98.98999786376953
OTU-16584	261960	73.96	0.34	58.46999764442444
OTU-22248	261961	98.17	0.74	94.4699981212616
OTU-12201	261965	100	0	97.70000305399299
OTU-07894	261967	87.18	0	81.68000018596649
OTU-02841	261969	100	0.61	96.94999992847443
OTU-14029	261970	100	0	96.99999988079071
OTU-17347	261971	99.94	2.66	86.64000201225281
OTU-16341	261972	99.68	0.32	98.08000034093857
OTU-04768	261973	53.57	4.5	31.06999969482422
OTU-10434	261974	99.87	0.62	96.77000272274017
OTU-19762	261975	99.92	0	99.91999816894531
OTU-20490	261977	100	0.08	98.37999878823757
OTU-14179	261980	88.02	0.6	85.01999652385712
OTU-14184	261983	100	0	100
OTU-03562	261984	100	0.86	93.55000019073486
OTU-10056	261985	99.25	0	99.25
OTU-02656	261988	99.94	0.44	97.74000245332718
OTU-13106	261989	99.33	0.67	95.98000174760818
OTU-03854	261991	99.91	2.65	86.66000318527222
OTU-19201	261993	99.95	0	99.74999695271254
OTU-04658	261994	61.72	0.19	53.23000031709671
OTU-00423	261996	98.02	1.98	88.11999654769897
OTU-20763	261997	99.89	0	99.88999938964844
OTU-09801	262005	100	0	100
OTU-04234	262007	96.37	0.61	91.52000260353088
OTU-13412	262010	100	0	99.31999969482422
OTU-07035	262011	100	0.25	98.75
OTU-03577	262012	100	0	100
OTU-09180	262015	97.14	0	97.13999938964844
OTU-17553	262016	99.76	0.44	97.45000153779984
OTU-22360	262021	99.93	0.38	98.03000032901764
OTU-22804	262023	99.66	0.39	97.71000373363495
OTU-04273	262025	91.13	0.92	84.6499999165535
OTU-21119	262027	99.82	0	99.81999969482422
OTU-07165	262028	100	0	100
OTU-21490	262029	100	0	100
OTU-12232	262030	99.33	0	99.33000183105469
OTU-20408	262033	100	0	99.71999817341566
OTU-01037	262034	74.27	0	66
OTU-14086	262035	100	0	99.6000000089407
OTU-02859	262038	100	0.15	99.24999997019768
OTU-04728	262041	99.26	0	99.26000213623047
OTU-22978	262042	99.97	0.34	97.46999815106392
OTU-16262	262043	100	2.23	86.79999685287476
OTU-11168	262044	100	0	100
OTU-12034	262046	99.37	0	97.77000278234482
OTU-04213	262047	99.19	0.81	95.14000242948532
OTU-19323	262049	100	0	99.45000000298023
OTU-19039	262050	99.94	0	99.94000244140625
OTU-04219	262051	100	0.35	95.94999998807907
OTU-10371	262052	98.52	0.2	97.51999662816525
OTU-01270	262054	86.44	0	86.44000244140625
OTU-21307	262055	100	0.12	99.40000001341105
OTU-11152	262058	99.75	1.42	92.65000021457672
OTU-04694	262059	99.26	0	99.26000213623047
OTU-00462	262062	99.93	0.1	99.4300002977252
OTU-20953	262063	97.7	0.32	96.08000034093857
OTU-18544	262064	99.15	0.63	96.00000154972076
OTU-03220	262066	99.88	0.53	97.22999739646912
OTU-21044	262067	90.81	1.66	81.65999734401703
OTU-17415	262069	99.59	0	99.58999633789062
OTU-01518	262071	92.31	0.43	81.03999733924866
OTU-21026	262074	100	0	99.85000000335276
OTU-04209	262076	82.16	2.17	55.36000299453735
OTU-05292	262078	91.86	0	89.36000061035156
OTU-01849	262079	99.37	0	99.37000274658203
OTU-11153	262080	99.8	2.17	88.95000267028809
OTU-21085	262081	99.55	0.13	98.90000307559967
OTU-04224	262085	100	0.81	95.94999998807907
OTU-01230	262087	96.33	0	96.33000183105469
OTU-14183	262088	100	0	100
OTU-18794	262089	99.53	0	99.52999877929688
OTU-01193	262091	97.98	0	97.9800033569336
OTU-11113	262092	99.85	0.07	99.49999847263098
OTU-04162	262093	98.39	0	94.33999937772751
OTU-09638	262095	99.33	0.67	95.98000174760818
OTU-00520	262096	99.44	0	99.44000244140625
OTU-11991	262097	98.09	0	96.5
OTU-14024	262099	99.4	0.6	96.40000140666962
OTU-01688	262101	100	0.47	97.65000000596046
OTU-18475	262103	99.66	0	99.31999969482422
OTU-04724	262105	99.46	0	99.05999909341335
OTU-20795	262108	99.84	0	99.58000183105469
OTU-10044	262110	100	0	99.62999725341797
OTU-10437	262113	99.82	0.2	98.81999967992306
OTU-13061	262116	99.11	0	99.11000061035156
OTU-22412	262117	99.38	1.85	90.12999713420868
OTU-14648	262118	99.03	4.97	74.17999982833862
OTU-10816	262120	84.36	0	78.7600005865097
OTU-10357	262123	98.49	0.69	95.03999787569046
OTU-12467	262124	96.95	0.97	81.69999718666077
OTU-09533	262125	99.54	0.16	98.3500015437603
OTU-07347	262127	99.45	0	99.44999694824219
OTU-16822	262129	99.37	1.44	84.36000192165375
OTU-12175	262130	99.37	0	98.0999984741211
OTU-04303	262131	95.16	0.81	91.11000365018845
OTU-10502	262132	99.82	0.2	98.81999967992306
OTU-10592	262133	99.63	0.12	99.02999726682901
OTU-02812	262134	100	0.61	96.94999992847443
OTU-09528	262135	99.01	0.59	96.03999799489975
OTU-20807	262138	99.81	0	99.80999755859375
OTU-10386	262140	99.87	0.27	98.52000269293785
OTU-21051	262143	99.91	1.64	91.31000351905823
OTU-09543	262144	99.34	0	99.33999633789062
OTU-02823	262146	99.61	0.32	97.67999881505966
OTU-13007	262148	83.05	5.41	54.55000400543213
OTU-04152	262150	100	0	94.33999937772751
OTU-06951	262152	85.66	6.25	54.410003662109375
OTU-04196	262153	86.29	0.81	82.24000090360641
OTU-03063	262154	99.53	0.93	94.87999874353409
OTU-04134	262155	95.16	0	91.11000365018845
OTU-21795	262156	100	0.41	96.59999996423721
OTU-03323	262157	100	0	100
OTU-22375	262158	99.92	0.14	99.1199981868267
OTU-10591	262159	100	0	100
OTU-04156	262160	94.89	2.42	78.31000328063965
OTU-12482	262161	83.09	7.97	43.23999738693237
OTU-08102	262162	99.33	0.19	98.38000184297562
OTU-17253	262163	99.28	0.59	96.3299989104271
OTU-09898	262164	98.68	0	98.68000030517578
OTU-10483	262166	99.82	0.27	98.46999964118004
OTU-10465	262167	99.87	0.2	98.87000273168087
OTU-12001	262168	73.63	2.22	62.52999711036682
OTU-10467	262169	100	0	99.64999999850988
OTU-10232	262170	100	0	99.45999908447266
OTU-05013	262171	97.09	0	86.95000010728836
OTU-17261	262173	99.92	0.45	96.19999700784683
OTU-19741	262174	100	0	100
OTU-03839	262176	99.93	0	99.83999633789062
OTU-18478	262177	100	0	99.66000366210938
OTU-17158	262184	99.96	0.6	96.95999896526337
OTU-04142	262185	85.22	1.08	72.57000136375427
OTU-19410	262186	99.94	0.92	95.34000235795975
OTU-04253	262187	86.29	3.23	57.34000110626221
OTU-02862	262188	100	0.45	97.75000005960464
OTU-05026	262191	99.32	0	95.75999760627747
OTU-09809	262192	99.06	0	99.05999755859375
OTU-20777	262193	99.66	0	99.66000366210938
OTU-19128	262194	99.57	0.96	94.66999959945679
OTU-01886	262195	100	0	100
OTU-01705	262196	100	0	100
OTU-08946	262197	99.88	0	99.51000213623047
OTU-19035	262198	99.94	0	99.94000244140625
OTU-12490	262199	99.37	0	93.02000284194946
OTU-19659	262200	98.17	1.04	92.00999927520752
OTU-20800	262201	99.89	0	99.88999938964844
OTU-02295	262202	84.79	1.9	64.88999950885773
OTU-18228	262204	100	0	100
OTU-01773	262205	100	0	100
OTU-12863	262209	99.33	0	98.66000366210938
OTU-08232	262210	99.73	0	99.2800033390522
OTU-02274	262211	99.49	1.52	89.81999826431274
OTU-10451	262212	100	0	100
OTU-10545	262213	100	0	100
OTU-12115	262216	98.95	0	97.68000030517578
OTU-19409	262217	99.94	0	99.94000244140625
OTU-21834	262219	97.81	0.27	96.45999750494957
OTU-22904	262220	100	0.72	95.55000007152557
OTU-20258	262221	100	0.17	99.1499999910593
OTU-22144	262222	99.93	0.22	98.48999634385109
OTU-04884	262223	99.15	0.45	96.90000158548355
OTU-19045	262224	99.48	0.43	97.3300033211708
OTU-07986	262225	99.64	0	99.63999938964844
OTU-17236	262226	99.92	0.41	97.8699981868267
OTU-04284	262229	93.55	0.81	89.50000303983688
OTU-19748	262230	99.89	0	99.70999908447266
OTU-22108	262232	100	0.13	99.35000002384186
OTU-02765	262233	100	0.15	99.24999997019768
OTU-22212	262235	100	0.25	98.75
OTU-17444	262236	100	0	100
OTU-10375	262237	99.62	0.42	97.52000281214714
OTU-13127	262238	98.28	0	97.31999969482422
OTU-04157	262239	100	0	95.94999998807907
OTU-19017	262240	99.85	0.46	97.54999843239784
OTU-23701	262241	97.96	0	97.95999908447266
OTU-18906	262242	100	0	100
OTU-04259	262243	96.77	0.95	92.01999670267105
OTU-09408	262244	99.17	3.29	82.71999835968018
OTU-10568	262246	99.83	0.2	98.83000181615353
OTU-04238	262247	99.19	0.27	93.53000181913376
OTU-20799	262248	99.43	0.09	98.98000028729439
OTU-02444	262250	99.33	0	99.33000183105469
OTU-21798	262251	100	0	100
OTU-18492	262252	99.66	0.35	97.9100036919117
OTU-03999	262253	100	3.34	83.30000042915344
OTU-17010	262254	99.35	0.13	98.69999849796295
OTU-18259	262255	98.7	0.43	96.5499969124794
OTU-01664	262256	100	0.47	97.65000000596046
OTU-20790	262257	99.89	0	99.88999938964844
OTU-13313	262258	100	0	100
OTU-03801	262259	100	0.14	99.29999999701977
OTU-13792	262261	98.89	4.55	76.13999843597412
OTU-13768	262262	99.3	0	99.30000305175781
OTU-04901	262263	55.18	8.35	13.339998245239258
OTU-07148	262264	100	0.25	98.75
OTU-08988	262266	99.76	0	99.62000274658203
OTU-16332	262267	99.68	0.65	96.43000042438507
OTU-10498	262268	99.82	0.2	98.81999967992306
OTU-22187	262269	99.84	0.14	99.06999664008617
OTU-22831	262270	98.85	1.1	93.3499983549118
OTU-08784	262271	99.35	0	99.3499984741211
OTU-13310	262272	100	0	100
OTU-03607	262273	100	0.64	96.80000007152557
OTU-20789	262274	96.89	2.41	84.839998960495
OTU-22393	262275	99.88	1.12	94.27999722957611
OTU-08982	262276	99.76	0	99.76000213623047
OTU-04729	262278	99.46	0	99.45999908447266
OTU-04305	262280	85.48	6.87	51.130003929138184
OTU-04200	262281	99.19	0.81	95.14000242948532
OTU-13312	262282	100	0	100
OTU-22403	262283	99.86	0.14	99.16000060737133
OTU-04227	262284	89.52	0	85.46999663114548
OTU-04262	262285	91.94	0.12	87.89000242948532
OTU-18100	262286	99.39	0.15	98.63999935984612
OTU-21028	262287	100	0.38	97.97000277042389
OTU-20547	262288	99.92	0.06	99.01999970152974
OTU-00086	262289	62.86	0	62.86000061035156
OTU-02647	262290	99.94	1.37	93.09000241756439
OTU-12433	262291	96.66	0	95.88999938964844
OTU-04737	262293	73.78	0.37	57.440000891685486
OTU-12403	262294	100	0	99.33000183105469
OTU-04299	262295	100	0	95.94999998807907
OTU-04074	262296	100	0	100
OTU-21274	262297	99.93	0.42	97.83000037074089
OTU-04223	262298	80.78	1.88	71.37999880313873
OTU-20797	262299	96.03	1.29	87.9200029373169
OTU-10459	262301	100	0	100
OTU-14305	262302	100	0	100
OTU-19484	262304	99.97	0	99.97000122070312
OTU-10499	262305	99.96	0	99.95999908447266
OTU-20793	262306	99.89	0	99.88999938964844
OTU-11129	262309	99.85	0	99.8499984741211
OTU-22966	262310	100	0	100
OTU-16167	262311	98.51	0	98.51000213623047
OTU-04296	262312	97.58	0	94.76000213623047
OTU-04909	262313	98.65	0	93.29000097513199
OTU-10414	262314	99.82	0.2	98.81999967992306
OTU-10569	262315	99.87	0.2	98.87000273168087
OTU-14176	262316	100	0	100
OTU-13101	262317	84.04	0	80.08000022172928
OTU-04128	262318	94.35	0.92	88.29999828338623
OTU-04165	262319	92.74	0.07	88.6899978518486
OTU-19742	262321	99.85	0	99.6500015258789
OTU-10410	262322	99.74	0.2	98.73999784886837
OTU-21559	262323	98.71	0.9	94.20999920368195
OTU-02720	262324	99.94	2.59	86.49000287055969
OTU-22425	262325	100	0.11	99.45000000298023
OTU-04311	262326	100	0	95.97000122070312
OTU-04279	262327	97.58	0	93.53000181913376
OTU-04170	262328	83.47	0.88	79.07000124454498
OTU-22323	262329	99.52	0.79	95.56999653577805
OTU-04690	262330	99.26	0.56	96.46000212430954
OTU-16907	262331	100	0	99.69000244140625
OTU-04177	262332	99.19	0.81	95.14000242948532
OTU-13545	262333	100	0	100
OTU-12152	262334	99.52	0	93.23999947309494
OTU-13311	262335	100	0	100
OTU-16651	262336	100	0	99.52999877929688
OTU-05666	262337	96.43	0	95.79999695159495
OTU-10468	262338	100	0	99.66000366210938
OTU-17485	262339	99.99	0.3	98.38999933004379
OTU-13852	262340	99.23	0.51	96.68000340461731
OTU-04151	262341	94.35	0.07	90.29999846220016
